date,rain_sum,precipitation_sum,wind_speed_10m_mean,wind_speed_10m_max
2025-02-10,0.0,0.0,2.76,3.32
2025-02-11,0.0,0.0,2.38,2.99
2025-02-12,0.0,0.0,2.6,3.61
2025-02-13,0.0,0.0,2.78,3.62
2025-02-14,0.0,0.0,2.2,2.92
2025-02-15,0.0,0.0,2.25,3.37
2025-02-16,0.0,0.0,2.52,3.67
2025-02-17,0.0,0.0,2.77,3.65
2025-02-18,0.0,0.0,2.49,3.59
2025-02-19,0.0,0.0,2.24,3.6
2025-02-20,0.0,0.0,2.71,3.94
2025-02-21,0.0,0.0,2.76,3.95
